dagH43.txt 3_2x4.txt True 0.038314176245210725 0.07 626.5 [1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1] 
dagH43.txt 3_2x4.txt True 0.09195402298850575 0.1 589.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 7, 1, 1, 7, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 7, 1, 1] 
dagH43.txt 3_2x4.txt True 0.09961685823754789 0.15 578.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 7, 7, 1, 1, 7, 1, 7, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1] 
dagH43.txt 3_2x4.txt True 0.13409961685823754 0.2 528.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 3, 1, 3, 1, 1, 1, 1, 1, 6, 6, 1, 6, 1, 6, 3, 3, 3, 1, 6, 1, 6, 3, 1] 
dagH43.txt 3_2x4.txt True 0.19923371647509577 0.3 518.0 [7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 5, 1, 1, 1, 1, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 6, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 3, 1, 3, 1, 1, 5, 1, 1, 3, 6, 1, 3, 1, 3] 
dagH43.txt 3_2x4.txt True 0.19923371647509577 0.4 518.0 [7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 5, 1, 1, 1, 1, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 6, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 3, 1, 3, 1, 1, 5, 1, 1, 3, 6, 1, 3, 1, 3] 
dagH43.txt 3_2x4.txt True 0.19923371647509577 0.5 518.0 [7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 5, 1, 1, 1, 1, 1, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 6, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 3, 1, 3, 1, 1, 5, 1, 1, 3, 6, 1, 3, 1, 3] 
dagH43.txt 3_2x4.txt True 0.48659003831417624 0.6 191.25 [2, 2, 3, 4, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 3, 1, 4, 1, 1, 1, 1, 1, 3, 3, 1, 3, 4, 1, 1, 1, 5, 3, 1, 1, 5, 5, 7, 3, 3, 5, 5, 5, 3, 5, 7, 0, 7, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 7, 5, 1, 5, 7, 5, 5, 0, 5, 7, 7, 7, 7, 1, 2, 0, 5, 7, 1, 7, 7, 5, 1, 7, 5] 
dagH43.txt 3_2x4.txt True 0.5900383141762452 0.7 160.0 [0, 4, 1, 1, 3, 1, 3, 7, 7, 0, 0, 4, 3, 7, 1, 7, 1, 7, 3, 2, 6, 1, 3, 7, 3, 1, 3, 7, 6, 2, 7, 0, 0, 5, 7, 7, 6, 3, 3, 3, 7, 1, 5, 5, 7, 3, 7, 7, 1, 5, 3, 5, 5, 5, 2, 1, 5, 1, 1, 1, 6, 1, 5, 1, 5, 3, 1, 1, 1, 5, 1, 3, 7, 1, 5, 1, 2, 5, 5, 5, 5, 3, 7, 1, 5] 
dagH43.txt 3_2x4.txt True 0.735632183908046 1 158.75 [0, 1, 1, 2, 2, 0, 7, 5, 3, 7, 7, 3, 3, 5, 0, 3, 1, 3, 5, 2, 5, 2, 1, 3, 7, 5, 1, 1, 3, 0, 3, 3, 1, 5, 7, 7, 5, 1, 5, 6, 1, 5, 7, 3, 7, 7, 1, 3, 5, 5, 7, 7, 1, 4, 5, 5, 4, 1, 7, 3, 1, 1, 6, 5, 7, 3, 3, 3, 5, 4, 5, 7, 3, 7, 7, 1, 1, 7, 6, 3, 4, 1, 7, 6, 5] 
dagH43.txt 3_2x2.txt True 0.038314176245210725 0.07 835.3333333333334 [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0] 
dagH43.txt 3_2x2.txt True 0.09195402298850575 0.1 785.3333333333334 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0] 
dagH43.txt 3_2x2.txt True 0.09961685823754789 0.15 771.6666666666666 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0] 
dagH43.txt 3_2x2.txt True 0.13793103448275862 0.2 705.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 3, 0, 3, 1, 2, 1, 0, 2, 0, 3, 2, 0] 
dagH43.txt 3_2x2.txt True 0.1685823754789272 0.3 718.6666666666666 [1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0, 3, 2, 0, 2, 0] 
