triadag15_9.txt 3_2x4.txt True 0.06666666666666667 0.07 1388.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 2, 7, 7, 2, 2, 2] 
triadag15_9.txt 3_2x4.txt True 0.09523809523809523 0.1 1338.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 2, 7, 1, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 2, 7, 7, 2, 2, 2] 
triadag15_9.txt 3_2x4.txt True 0.1380952380952381 0.15 1090.0 [7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 3, 7, 1, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 0, 7, 3, 7, 7, 0, 0, 7, 3, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag15_9.txt 3_2x4.txt True 0.19523809523809524 0.2 1016.0 [7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 3, 7, 1, 7, 7, 7, 5, 6, 7, 7, 3, 7, 7, 7, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 0, 7, 7, 3, 0, 7, 7, 0, 7, 7, 3, 0, 7, 0, 7, 7, 3, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 
triadag15_9.txt 3_2x4.txt True 0.2904761904761905 0.3 1257.0 [0, 0, 3, 0, 0, 0, 0, 0, 2, 2, 1, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 2, 1, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 6, 2, 1, 3, 0, 0, 1, 3, 6, 3, 3, 3, 6, 2, 3, 3, 3, 3, 3, 6, 3, 3, 3, 6, 2, 3, 3, 3, 3, 3, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 7, 7, 7, 5, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] 
triadag15_9.txt 3_2x4.txt True 0.4 0.4 725.0 [1, 2, 1, 3, 0, 2, 6, 1, 0, 0, 1, 1, 1, 1, 2, 2, 1, 3, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 2, 3, 3, 0, 2, 1, 2, 0, 0, 3, 2, 1, 2, 2, 3, 0, 3, 6, 3, 0, 0, 3, 2, 3, 2, 3, 7, 7, 1, 3, 0, 0, 3, 6, 3, 2, 3, 7, 6, 7, 7, 7, 5, 6, 3, 7, 7, 6, 7, 7, 7, 5, 7, 6, 7, 7, 4, 7, 7, 5, 4, 6, 6, 6, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 6, 4, 5, 5, 4, 1, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5] 
triadag15_9.txt 3_2x4.txt True 0.5 0.5 566.0 [2, 0, 2, 2, 3, 2, 3, 1, 2, 3, 1, 3, 3, 2, 3, 0, 0, 2, 3, 1, 3, 1, 2, 3, 1, 3, 2, 1, 3, 0, 1, 3, 0, 5, 2, 2, 0, 1, 1, 3, 0, 3, 1, 3, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 4, 1, 5, 1, 5, 1, 1, 1, 1, 4, 1, 4, 4, 4, 5, 4, 5, 4, 1, 4, 4, 5, 1, 5, 4, 5, 5, 4, 4, 4, 7, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 1, 6, 7, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 1] 
triadag15_9.txt 3_2x4.txt True 0.6 0.6 345.5 [2, 0, 3, 1, 3, 2, 3, 1, 2, 3, 1, 3, 3, 3, 3, 0, 0, 2, 3, 5, 3, 3, 2, 3, 1, 3, 1, 3, 3, 3, 1, 3, 0, 5, 2, 2, 0, 1, 1, 3, 0, 3, 3, 3, 0, 1, 3, 0, 1, 1, 0, 1, 1, 1, 4, 7, 5, 1, 5, 1, 1, 5, 1, 1, 5, 4, 5, 4, 5, 4, 5, 4, 1, 4, 4, 5, 3, 5, 4, 5, 5, 1, 4, 4, 7, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 1, 6, 7, 3, 6, 6, 6, 5, 3, 6, 6, 1, 6, 5] 
triadag15_9.txt 3_2x4.txt True 0.6238095238095238 0.7 334.0 [2, 0, 3, 1, 3, 2, 3, 1, 2, 3, 7, 3, 3, 3, 3, 0, 0, 2, 3, 5, 7, 7, 2, 3, 1, 3, 1, 3, 3, 3, 1, 3, 0, 5, 2, 2, 0, 1, 1, 3, 0, 3, 3, 3, 0, 1, 3, 0, 1, 1, 0, 1, 1, 5, 4, 7, 5, 1, 5, 1, 1, 5, 1, 1, 5, 4, 1, 4, 5, 4, 5, 4, 1, 3, 4, 5, 3, 5, 4, 5, 5, 1, 4, 4, 7, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 6, 7, 3, 6, 6, 6, 5, 3, 1, 6, 1, 6, 5] 
triadag15_9.txt 3_2x4.txt True 0.6238095238095238 1 334.0 [2, 0, 3, 1, 3, 2, 3, 1, 2, 3, 7, 3, 3, 3, 3, 0, 0, 2, 3, 5, 7, 7, 2, 3, 1, 3, 1, 3, 3, 3, 1, 3, 0, 5, 2, 2, 0, 1, 1, 3, 0, 3, 3, 3, 0, 1, 3, 0, 1, 1, 0, 1, 1, 5, 4, 7, 5, 1, 5, 1, 1, 5, 1, 1, 5, 4, 1, 4, 5, 4, 5, 4, 1, 3, 4, 5, 3, 5, 4, 5, 5, 1, 4, 4, 7, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 6, 7, 3, 6, 6, 6, 5, 3, 1, 6, 1, 6, 5] 
