dagE38.txt 3_2x4.txt True 0.05472636815920398 0.07 459.75 [1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 5, 5, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.07960199004975124 0.1 457.5 [1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 5, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.07960199004975124 0.15 457.5 [1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 5, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.15422885572139303 0.2 431.5 [1, 1, 1, 7, 5, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.15422885572139303 0.3 431.5 [1, 1, 1, 7, 5, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.15422885572139303 0.4 431.5 [1, 1, 1, 7, 5, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, 5, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1] 
dagE38.txt 3_2x4.txt True 0.43283582089552236 0.5 154.75 [1, 3, 1, 3, 3, 3, 1, 1, 5, 3, 1, 3, 3, 1, 1, 3, 5, 1, 1, 3, 3, 5, 1, 5, 5, 3, 3, 1, 5, 1, 7, 3, 7, 5, 7, 5, 7, 1, 5, 1, 7, 7, 5, 1, 7, 1, 3, 3, 7, 5, 1, 7, 7, 7, 7, 7, 1, 7, 1, 7, 5, 1, 1, 7, 3, 7, 7, 3, 7, 7] 
dagE38.txt 3_2x4.txt True 0.48756218905472637 0.6 152.5 [1, 1, 5, 2, 6, 7, 5, 1, 1, 1, 5, 6, 7, 1, 1, 6, 1, 1, 5, 2, 7, 1, 1, 1, 3, 4, 7, 5, 3, 5, 1, 7, 7, 2, 7, 1, 4, 3, 3, 7, 7, 7, 3, 5, 5, 3, 7, 7, 1, 1, 5, 1, 7, 5, 5, 7, 3, 5, 5, 5, 0, 5, 3, 1, 7, 5, 5, 5, 5, 5] 
dagE38.txt 3_2x4.txt True 0.6019900497512438 0.7 134.0 [3, 7, 3, 3, 1, 3, 7, 6, 4, 7, 7, 1, 3, 3, 3, 3, 3, 6, 7, 3, 3, 6, 7, 3, 7, 1, 3, 1, 7, 1, 5, 4, 1, 4, 2, 5, 2, 1, 7, 7, 3, 5, 7, 7, 2, 7, 0, 3, 5, 7, 1, 5, 5, 1, 1, 0, 7, 2, 7, 5, 0, 7, 7, 1, 3, 1, 1, 5, 1, 5] 
dagE38.txt 3_2x4.txt True 0.7213930348258707 1 130.75 [3, 1, 1, 4, 3, 1, 1, 5, 6, 0, 3, 0, 1, 6, 1, 1, 7, 3, 5, 4, 1, 3, 7, 7, 3, 4, 5, 5, 7, 1, 5, 5, 7, 2, 1, 7, 7, 3, 3, 5, 5, 5, 0, 1, 7, 3, 5, 1, 7, 7, 1, 5, 5, 3, 3, 2, 5, 5, 3, 3, 2, 1, 6, 3, 1, 7, 7, 5, 7, 3] 
