dag19.txt 3_2x4.txt 0.34782608695652173 1 483328.0 [4, 1, 5, 6, 4, 6, 4, 4, 5, 7, 1, 5, 4, 5, 5, 4, 6, 4, 5, 1, 6, 1, 6, 4, 5, 4, 6, 5, 1, 6, 1, 2, 1, 4, 2, 6, 2, 4, 4, 0, 7, 7, 6, 2, 7, 1, 7, 0, 3, 3, 7, 7, 7, 3, 3, 0, 3, 3, 0, 3, 3] 
dag19.txt 3_2x3.txt 0.391304347826087 1 655360.0 [0, 5, 0, 2, 4, 2, 4, 4, 3, 3, 2, 0, 4, 3, 3, 4, 2, 4, 3, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 4, 2, 4, 2, 4, 3, 4, 3, 4, 4, 5, 1, 3, 4, 1, 1, 1, 1, 5, 5, 0, 1, 1, 1, 0, 5, 5, 5, 0, 5, 5, 5] 
dag19.txt 5_4_3_2x4.txt 0.5108695652173914 1 196608.0 [6, 14, 3, 10, 15, 10, 2, 2, 4, 4, 14, 3, 2, 4, 3, 6, 10, 6, 3, 8, 10, 14, 12, 6, 3, 2, 10, 3, 14, 10, 14, 12, 14, 2, 13, 10, 13, 2, 2, 15, 0, 6, 8, 11, 11, 5, 0, 5, 7, 7, 11, 0, 0, 9, 7, 1, 7, 9, 1, 7, 7] 
dag19.txt 5_4_3_2x2.txt 0.34782608695652173 1 458752.0 [7, 5, 7, 6, 2, 6, 5, 2, 6, 6, 5, 7, 2, 6, 7, 2, 6, 2, 7, 5, 2, 5, 0, 2, 6, 2, 2, 6, 5, 2, 5, 0, 5, 2, 0, 2, 0, 2, 2, 1, 4, 2, 2, 4, 4, 3, 4, 1, 3, 7, 4, 4, 4, 3, 3, 1, 3, 3, 1, 3, 3] 
dag19.txt 4_1x5.txt 0.42391304347826086 1 786432.0 [9, 2, 3, 3, 5, 3, 1, 5, 1, 5, 2, 9, 5, 1, 9, 5, 3, 5, 7, 2, 3, 2, 7, 5, 7, 5, 5, 7, 7, 3, 3, 8, 7, 4, 6, 3, 6, 0, 4, 8, 8, 5, 4, 6, 4, 7, 4, 2, 7, 9, 4, 7, 4, 0, 0, 5, 0, 0, 0, 0, 0] 
dag19.txt 5_4_3_2x5.txt 0.5434782608695652 1 147456.0 [6, 4, 3, 17, 18, 17, 5, 5, 0, 0, 10, 6, 5, 0, 6, 1, 17, 1, 3, 4, 17, 15, 12, 1, 3, 1, 1, 7, 10, 1, 1, 12, 1, 5, 7, 17, 11, 10, 9, 18, 14, 13, 9, 13, 13, 10, 9, 4, 10, 2, 9, 14, 19, 16, 2, 8, 2, 16, 8, 2, 8] 
dag19.txt 4_1x1.txt 0.13043478260869565 1 3883008.0 [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag19.txt 4_1x3.txt 0.391304347826087 1 1310720.0 [0, 5, 0, 2, 4, 2, 4, 4, 3, 3, 2, 0, 4, 3, 3, 4, 2, 4, 3, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 4, 2, 4, 2, 4, 3, 4, 3, 4, 4, 5, 1, 3, 4, 1, 1, 1, 1, 5, 5, 0, 1, 1, 1, 0, 5, 5, 5, 0, 5, 5, 5] 
dag19.txt 5_4_3_2x3.txt 0.43478260869565216 1 278528.0 [2, 0, 2, 3, 10, 3, 1, 1, 9, 9, 0, 2, 1, 9, 2, 8, 3, 8, 2, 0, 8, 0, 3, 8, 2, 8, 8, 2, 6, 8, 8, 8, 5, 1, 5, 8, 10, 11, 1, 10, 4, 9, 1, 5, 5, 6, 4, 0, 6, 6, 4, 4, 4, 11, 6, 7, 6, 11, 7, 6, 7] 
dag19.txt 3_2x1.txt 0.14130434782608695 1 1941504.0 [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
