dag17.txt 5_4_3_2x3.txt 0.42857142857142855 1 311296.0 [6, 7, 6, 3, 4, 3, 6, 9, 1, 7, 11, 0, 0, 6, 7, 3, 6, 2, 1, 9, 1, 9, 9, 6, 9, 5, 9, 1, 1, 5, 5, 7, 6, 3, 3, 4, 4, 8, 7, 7, 7, 10, 10, 2, 10, 10, 2, 0, 10, 5, 10, 11, 8, 0, 5, 2, 2, 8, 8, 5, 8, 8, 8] 
dag17.txt 3_2x5.txt 0.3626373626373626 1 401408.0 [6, 8, 9, 9, 0, 6, 6, 1, 0, 8, 5, 5, 5, 6, 8, 9, 9, 8, 0, 1, 0, 2, 1, 6, 6, 2, 6, 0, 0, 4, 2, 3, 6, 6, 6, 3, 3, 1, 6, 8, 8, 7, 7, 8, 7, 7, 3, 7, 7, 7, 7, 4, 7, 4, 2, 8, 4, 2, 2, 2, 2, 2, 2] 
dag17.txt 4_1x4.txt 0.3516483516483517 1 999424.0 [5, 3, 5, 5, 0, 5, 5, 1, 1, 3, 2, 7, 2, 5, 3, 5, 5, 7, 1, 1, 1, 3, 0, 5, 3, 6, 3, 1, 1, 2, 6, 3, 3, 3, 3, 0, 0, 4, 3, 3, 3, 4, 4, 7, 4, 4, 7, 7, 4, 4, 4, 2, 4, 7, 6, 6, 7, 6, 4, 6, 6, 6, 6] 
dag17.txt 4_1x2.txt 0.25274725274725274 1 2031616.0 [2, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2, 1, 3, 2, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x2.txt 0.25274725274725274 1 1015808.0 [2, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2, 1, 3, 2, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0] 
dag17.txt 5_4_3_2x1.txt 0.25274725274725274 1 991232.0 [1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 3, 3, 3, 1, 2, 3, 1, 2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 2, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 0, 0, 3, 0, 3, 0, 2, 2, 0, 0, 0, 0, 0, 0] 
dag17.txt 5_4_3_2x4.txt 0.4725274725274725 1 229376.0 [2, 11, 2, 10, 13, 14, 2, 8, 3, 11, 5, 7, 5, 2, 11, 14, 2, 15, 13, 8, 3, 2, 8, 2, 2, 12, 8, 3, 3, 9, 12, 11, 10, 14, 14, 6, 6, 1, 14, 11, 14, 0, 0, 15, 0, 0, 15, 7, 0, 7, 7, 9, 7, 4, 12, 4, 4, 1, 12, 12, 12, 12, 12] 
dag17.txt 4_1x3.txt 0.31868131868131866 1 1359872.0 [2, 5, 2, 2, 5, 2, 2, 1, 1, 5, 0, 3, 3, 2, 5, 2, 2, 3, 2, 1, 2, 4, 1, 2, 2, 4, 1, 1, 1, 4, 4, 5, 1, 5, 1, 5, 5, 4, 1, 5, 1, 3, 3, 3, 3, 3, 0, 3, 3, 4, 3, 0, 3, 0, 4, 0, 0, 4, 4, 5, 4, 5, 4] 
dag17.txt 3_2x1.txt 0.14285714285714285 1 2023424.0 [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt 0.37362637362637363 1 507904.0 [5, 4, 5, 6, 5, 6, 5, 3, 3, 4, 0, 2, 0, 5, 4, 6, 5, 4, 5, 3, 5, 5, 6, 6, 6, 7, 6, 3, 3, 2, 7, 4, 3, 4, 6, 0, 0, 1, 3, 1, 1, 1, 1, 4, 1, 1, 4, 7, 7, 1, 7, 2, 7, 2, 7, 4, 7, 7, 7, 7, 7, 7, 7] 
