dag20.txt 3_2x4.txt True 0.36 0.9 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.36 0.95 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.36 1 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.04 0.04 4177920.0 [3, 3, 2, 0, 3, 3, 1, 3, 3, 3, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.04 0.06 4177920.0 [3, 3, 2, 0, 3, 3, 1, 3, 3, 3, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.04 0.08 4177920.0 [3, 3, 2, 0, 3, 3, 1, 3, 3, 3, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.096 0.1 2184533.3333333335 [2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 5_4_3_2x2.txt True 0.104 0.12 2883584.0 [3, 1, 3, 0, 1, 3, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.104 0.14 2883584.0 [3, 1, 3, 0, 1, 3, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.16 0.16 2203648.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.16 0.18 2203648.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.16 0.2 2203648.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.224 0.25 1092266.6666666667 [2, 4, 4, 4, 2, 4, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 4, 4, 2, 2, 2, 4, 4, 2, 4, 4, 2, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 4, 2, 2, 2, 4, 4, 4, 2, 1, 3, 1, 4, 3, 2, 3, 4, 2, 2, 2, 1, 3, 0, 0, 1, 2, 2, 2, 4, 2, 4, 0, 0, 4, 4, 0, 4, 4, 2, 4, 0, 0] 
dag20.txt 5_4_3_2x2.txt True 0.288 0.3 573440.0 [7, 2, 5, 4, 7, 0, 5, 6, 6, 0, 4, 5, 3, 4, 3, 7, 6, 5, 4, 2, 7, 6, 5, 5, 0, 5, 6, 0, 6, 5, 4, 0, 6, 6, 0, 6, 5, 0, 7, 6, 5, 4, 4, 4, 6, 4, 7, 4, 7, 4, 5, 4, 6, 3, 3, 3, 3, 3, 6, 3, 0, 7, 7, 7, 3, 1, 2, 1, 3, 7, 3, 3, 7, 3, 2, 1, 0, 2, 6, 1, 2, 2, 6, 2, 6, 6] 
dag20.txt 5_4_3_2x2.txt True 0.328 0.35 589824.0 [0, 3, 1, 0, 2, 6, 1, 4, 7, 6, 0, 1, 2, 1, 7, 7, 7, 1, 0, 3, 0, 4, 0, 1, 6, 1, 7, 6, 7, 1, 2, 6, 4, 7, 6, 7, 1, 6, 2, 7, 1, 2, 1, 2, 7, 7, 2, 1, 2, 7, 4, 7, 7, 7, 2, 5, 2, 2, 7, 3, 6, 7, 7, 7, 5, 3, 3, 3, 5, 7, 5, 5, 2, 5, 2, 5, 6, 2, 4, 5, 4, 4, 4, 4, 4, 4] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.4 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.45 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.5 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.55 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.6 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.65 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.7 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.75 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.8 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.36 0.85 589824.0 [3, 0, 4, 7, 3, 2, 3, 3, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
