dag20.txt 3_2x4.txt True 0.288 0.3 606208.0 [7, 2, 5, 4, 7, 0, 5, 6, 6, 0, 4, 5, 3, 4, 3, 7, 6, 5, 4, 2, 7, 6, 5, 5, 0, 5, 6, 0, 6, 5, 4, 0, 6, 6, 0, 6, 5, 0, 7, 6, 5, 4, 4, 4, 6, 4, 7, 4, 7, 4, 5, 4, 6, 3, 3, 3, 3, 3, 6, 3, 0, 7, 7, 7, 3, 1, 2, 1, 3, 7, 3, 3, 7, 3, 2, 1, 0, 2, 6, 1, 2, 2, 6, 2, 6, 6] 
dag20.txt 3_2x4.txt True 0.344 0.35 589824.0 [0, 3, 1, 0, 2, 6, 1, 4, 7, 6, 0, 1, 2, 0, 7, 7, 7, 1, 0, 3, 0, 4, 0, 1, 6, 1, 7, 6, 7, 1, 2, 6, 4, 7, 6, 7, 1, 6, 2, 7, 1, 2, 1, 2, 7, 7, 2, 1, 2, 7, 4, 7, 7, 7, 2, 5, 2, 2, 7, 3, 6, 7, 7, 7, 5, 3, 3, 3, 5, 7, 5, 5, 2, 5, 2, 5, 6, 2, 4, 5, 4, 4, 4, 4, 4, 4] 
dag20.txt 3_2x4.txt True 0.384 0.4 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.45 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.5 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.55 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.6 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.65 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.7 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.75 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.8 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.85 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.9 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 0.95 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 3_2x4.txt True 0.384 1 480597.3333333333 [3, 0, 4, 4, 3, 2, 3, 6, 6, 2, 7, 4, 5, 3, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 2, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 0, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.04 0.04 4177920.0 [3, 3, 2, 0, 3, 3, 1, 3, 3, 3, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.056 0.06 4046848.0 [3, 3, 2, 0, 3, 3, 1, 0, 3, 3, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.072 0.08 3784704.0 [3, 3, 2, 0, 3, 3, 1, 0, 3, 3, 0, 2, 3, 1, 3, 3, 3, 1, 0, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x2.txt True 0.096 0.1 2184533.3333333335 [2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 5_4_3_2x2.txt True 0.12 0.12 2621440.0 [3, 1, 3, 0, 1, 3, 2, 1, 3, 3, 0, 3, 3, 2, 3, 3, 3, 2, 0, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.12 0.14 2621440.0 [3, 1, 3, 0, 1, 3, 2, 1, 3, 3, 0, 3, 3, 2, 3, 3, 3, 2, 0, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.16 0.16 2203648.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.176 0.18 2072576.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.184 0.2 2072576.0 [2, 2, 3, 0, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2, 3, 3, 3, 3, 0, 2, 0, 2, 3, 3, 3, 3, 3, 2, 3, 3, 0, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2] 
dag20.txt 5_4_3_2x2.txt True 0.24 0.25 1004885.3333333334 [2, 4, 4, 4, 2, 4, 2, 0, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 4, 4, 2, 2, 2, 4, 4, 2, 4, 4, 2, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 4, 2, 2, 2, 4, 4, 4, 2, 1, 3, 1, 4, 3, 2, 3, 4, 2, 2, 2, 1, 3, 0, 0, 1, 2, 2, 2, 4, 2, 4, 0, 0, 4, 4, 0, 4, 4, 2, 4, 0, 0] 
dag20.txt 5_4_3_2x2.txt True 0.288 0.3 573440.0 [7, 2, 5, 4, 7, 0, 5, 6, 6, 0, 4, 5, 3, 4, 3, 7, 6, 5, 4, 2, 7, 6, 5, 5, 0, 5, 6, 0, 6, 5, 4, 0, 6, 6, 0, 6, 5, 0, 7, 6, 5, 4, 4, 4, 6, 4, 7, 4, 7, 4, 5, 4, 6, 3, 3, 3, 3, 3, 6, 3, 0, 7, 7, 7, 3, 1, 2, 1, 3, 7, 3, 3, 7, 3, 2, 1, 0, 2, 6, 1, 2, 2, 6, 2, 6, 6] 
dag20.txt 5_4_3_2x2.txt True 0.344 0.35 581632.0 [0, 3, 1, 0, 2, 6, 1, 4, 7, 6, 0, 1, 2, 1, 7, 7, 7, 1, 0, 0, 0, 4, 0, 1, 6, 1, 7, 6, 7, 1, 2, 6, 4, 7, 6, 7, 1, 6, 2, 7, 1, 2, 1, 2, 7, 7, 2, 1, 2, 7, 4, 7, 7, 7, 2, 5, 2, 2, 7, 3, 6, 7, 7, 7, 5, 3, 3, 3, 5, 7, 5, 5, 2, 5, 2, 5, 6, 2, 4, 5, 4, 4, 4, 4, 4, 4] 
dag20.txt 5_4_3_2x2.txt True 0.4 0.4 393216.0 [3, 0, 4, 4, 3, 2, 3, 0, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 6, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 2, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.45 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.5 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.55 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.6 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.65 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.7 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.75 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.8 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
dag20.txt 5_4_3_2x2.txt True 0.408 0.85 360448.0 [3, 0, 4, 1, 3, 2, 3, 5, 6, 2, 0, 4, 5, 0, 7, 6, 6, 3, 7, 0, 4, 3, 4, 4, 2, 4, 6, 0, 6, 4, 7, 4, 4, 4, 2, 6, 4, 2, 7, 2, 4, 7, 3, 5, 6, 6, 3, 3, 7, 3, 5, 5, 6, 5, 7, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 3, 0, 1, 5, 6, 1, 1, 0, 1, 0, 1, 2, 0, 4, 1, 0, 0, 1, 0, 1, 1] 
