dag43.txt 4_1x3.txt 0.2785714285714286 0.3 1687552.0 [3, 5, 0, 2, 5, 2, 4, 2, 5, 2, 1, 2, 1, 5, 5, 4, 2, 0, 3, 4, 5, 3, 0, 3, 1, 5, 2, 2, 1, 5, 1, 0, 5, 2, 2, 5, 5, 2, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 4, 0, 4, 4, 0, 2, 0, 2, 4, 4, 3, 3, 3, 3, 3, 4, 4, 1, 4, 1, 1, 1, 3, 4, 3, 3, 3, 3, 1, 3, 3, 2, 3, 0, 0, 0, 0, 4, 0, 1, 0, 1, 1, 1, 1] 
dag43.txt 5_4_3_2x1.txt 0.3 0.4 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 4_1x3.txt 0.34285714285714286 0.35 1163264.0 [3, 0, 0, 2, 5, 2, 4, 2, 5, 2, 1, 2, 1, 0, 5, 4, 2, 0, 0, 4, 5, 3, 0, 3, 1, 5, 2, 2, 0, 5, 1, 0, 5, 2, 2, 5, 5, 2, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 4, 0, 4, 4, 0, 2, 0, 2, 4, 4, 0, 3, 3, 3, 3, 4, 4, 0, 4, 1, 1, 1, 3, 4, 3, 3, 3, 3, 1, 3, 3, 2, 3, 0, 0, 0, 0, 4, 0, 1, 0, 1, 1, 1, 1] 
dag43.txt 4_1x3.txt 0.4 0.4 884736.0 [3, 2, 0, 2, 5, 2, 4, 2, 5, 2, 1, 2, 1, 2, 5, 4, 2, 0, 0, 4, 5, 3, 0, 3, 1, 5, 2, 2, 0, 0, 1, 0, 5, 2, 2, 5, 5, 2, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 4, 0, 4, 4, 0, 2, 0, 2, 4, 4, 0, 3, 3, 3, 3, 4, 4, 0, 4, 0, 1, 1, 3, 4, 3, 3, 3, 0, 1, 3, 3, 2, 3, 0, 0, 0, 0, 4, 0, 1, 0, 1, 2, 1, 1] 
dag43.txt 5_4_3_2x1.txt 0.3 0.45 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 4_1x3.txt 0.44285714285714284 0.45 684032.0 [3, 4, 0, 4, 5, 2, 4, 2, 5, 2, 1, 2, 1, 2, 5, 4, 2, 0, 2, 4, 5, 3, 4, 3, 1, 5, 2, 2, 4, 0, 1, 0, 5, 2, 2, 2, 5, 2, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 4, 0, 4, 4, 0, 2, 0, 2, 4, 4, 0, 3, 3, 3, 3, 4, 4, 0, 4, 0, 1, 1, 3, 4, 3, 3, 3, 0, 1, 2, 3, 2, 3, 0, 0, 0, 0, 4, 0, 1, 0, 1, 2, 1, 1] 
dag43.txt 3_2x4.txt 0.37142857142857144 0.5 513365.3333333333 [4, 6, 1, 4, 2, 1, 3, 7, 2, 2, 0, 6, 4, 0, 6, 3, 1, 1, 4, 3, 6, 4, 1, 4, 0, 2, 1, 7, 0, 2, 2, 1, 2, 1, 1, 3, 6, 6, 7, 6, 1, 6, 3, 3, 7, 7, 4, 7, 0, 6, 0, 7, 5, 7, 2, 2, 6, 6, 7, 2, 4, 6, 4, 7, 7, 7, 4, 4, 4, 4, 0, 4, 2, 4, 4, 2, 4, 4, 2, 5, 5, 5, 6, 5, 5, 5, 6, 6, 0, 5, 0, 5, 0, 0, 0, 0] 
dag43.txt 5_4_3_2x5.txt 0.5 0.5 222822.4 [14, 13, 6, 16, 19, 6, 3, 14, 19, 18, 5, 10, 7, 0, 9, 17, 2, 2, 0, 17, 9, 3, 2, 14, 5, 19, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 11, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 15, 5, 15] 
dag43.txt 4_1x5.txt 0.4642857142857143 0.5 454656.0 [6, 6, 3, 4, 1, 3, 5, 6, 1, 2, 0, 9, 7, 4, 9, 4, 9, 9, 6, 2, 9, 6, 8, 6, 0, 1, 3, 6, 0, 6, 2, 0, 1, 3, 6, 4, 2, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 8, 0, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 2, 7, 9, 8, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.55 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 5_4_3_2x5.txt 0.55 0.55 169301.33333333334 [14, 13, 6, 16, 0, 6, 3, 14, 19, 18, 5, 10, 7, 8, 9, 17, 2, 2, 16, 17, 9, 3, 2, 14, 5, 0, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 4, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 12, 5, 15] 
dag43.txt 4_1x5.txt 0.4642857142857143 0.55 454656.0 [6, 6, 3, 4, 1, 3, 5, 6, 1, 2, 0, 9, 7, 4, 9, 4, 9, 9, 6, 2, 9, 6, 8, 6, 0, 1, 3, 6, 0, 6, 2, 0, 1, 3, 6, 4, 2, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 8, 0, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 2, 7, 9, 8, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.6 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 5_4_3_2x5.txt 0.55 0.6 169301.33333333334 [14, 13, 6, 16, 0, 6, 3, 14, 19, 18, 5, 10, 7, 8, 9, 17, 2, 2, 16, 17, 9, 3, 2, 14, 5, 0, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 4, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 12, 5, 15] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.65 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.5 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.7 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 5_4_3_2x5.txt 0.55 0.65 169301.33333333334 [14, 13, 6, 16, 0, 6, 3, 14, 19, 18, 5, 10, 7, 8, 9, 17, 2, 2, 16, 17, 9, 3, 2, 14, 5, 0, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 4, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 12, 5, 15] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.55 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 5_4_3_2x3.txt 0.4142857142857143 0.5 273066.6666666667 [8, 8, 10, 6, 11, 6, 0, 8, 11, 5, 1, 10, 9, 4, 10, 7, 10, 10, 4, 0, 10, 8, 10, 8, 1, 11, 6, 8, 1, 11, 5, 10, 11, 6, 0, 7, 6, 6, 8, 6, 6, 3, 0, 0, 6, 6, 3, 6, 3, 3, 0, 0, 10, 0, 0, 5, 3, 3, 8, 0, 8, 5, 4, 5, 5, 5, 0, 4, 4, 4, 1, 4, 5, 4, 8, 5, 8, 8, 8, 2, 9, 2, 10, 9, 10, 2, 2, 9, 9, 9, 1, 9, 1, 9, 1, 9] 
dag43.txt 5_4_3_2x5.txt 0.55 0.7 169301.33333333334 [14, 13, 6, 16, 0, 6, 3, 14, 19, 18, 5, 10, 7, 8, 9, 17, 2, 2, 16, 17, 9, 3, 2, 14, 5, 0, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 4, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 12, 5, 15] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.8 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.6 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 5_4_3_2x1.txt 0.3 0.5 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 3_2x4.txt 0.38571428571428573 0.9 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 4_1x5.txt 0.4642857142857143 0.6 454656.0 [6, 6, 3, 4, 1, 3, 5, 6, 1, 2, 0, 9, 7, 4, 9, 4, 9, 9, 6, 2, 9, 6, 8, 6, 0, 1, 3, 6, 0, 6, 2, 0, 1, 3, 6, 4, 2, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 8, 0, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 2, 7, 9, 8, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.65 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 3_2x4.txt 0.38571428571428573 1 524288.0 [2, 6, 1, 6, 6, 7, 2, 2, 6, 4, 0, 3, 5, 6, 0, 4, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 7, 2, 0, 6, 6, 1, 6, 7, 1, 6, 0, 7, 2, 3, 1, 3, 7, 7, 7, 7, 2, 7, 0, 3, 7, 7, 1, 7, 7, 1, 3, 1, 4, 7, 2, 4, 5, 4, 4, 4, 2, 2, 5, 5, 0, 5, 4, 5, 2, 4, 2, 2, 4, 3, 5, 5, 3, 5, 1, 0, 3, 3, 3, 3, 0, 3, 7, 3, 0, 3] 
dag43.txt 5_4_3_2x1.txt 0.3 0.55 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 3_2x5.txt 0.39285714285714285 0.5 447829.3333333333 [6, 0, 3, 2, 1, 3, 5, 6, 1, 2, 0, 9, 7, 1, 9, 4, 9, 9, 6, 5, 9, 6, 8, 6, 0, 1, 3, 6, 0, 1, 2, 3, 1, 3, 3, 4, 9, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 5, 6, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 7, 7, 9, 7, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.7 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 5_4_3_2x2.txt 0.09285714285714286 0.1 1553203.2 [0, 4, 0, 4, 4, 0, 0, 0, 4, 4, 0, 0, 1, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag43.txt 5_4_3_2x3.txt 0.4142857142857143 0.55 273066.6666666667 [8, 8, 10, 6, 11, 6, 0, 8, 11, 5, 1, 10, 9, 4, 10, 7, 10, 10, 4, 0, 10, 8, 10, 8, 1, 11, 6, 8, 1, 11, 5, 10, 11, 6, 0, 7, 6, 6, 8, 6, 6, 3, 0, 0, 6, 6, 3, 6, 3, 3, 0, 0, 10, 0, 0, 5, 3, 3, 8, 0, 8, 5, 4, 5, 5, 5, 0, 4, 4, 4, 1, 4, 5, 4, 8, 5, 8, 8, 8, 2, 9, 2, 10, 9, 10, 2, 2, 9, 9, 9, 1, 9, 1, 9, 1, 9] 
dag43.txt 4_1x3.txt 0.44285714285714284 0.5 684032.0 [3, 4, 0, 4, 5, 2, 4, 2, 5, 2, 1, 2, 1, 2, 5, 4, 2, 0, 2, 4, 5, 3, 4, 3, 1, 5, 2, 2, 4, 0, 1, 0, 5, 2, 2, 2, 5, 2, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 1, 2, 4, 4, 0, 4, 4, 0, 2, 0, 2, 4, 4, 0, 3, 3, 3, 3, 4, 4, 0, 4, 0, 1, 1, 3, 4, 3, 3, 3, 0, 1, 2, 3, 2, 3, 0, 0, 0, 0, 4, 0, 1, 0, 1, 2, 1, 1] 
dag43.txt 5_4_3_2x1.txt 0.3 0.6 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 4_1x5.txt 0.4642857142857143 0.65 454656.0 [6, 6, 3, 4, 1, 3, 5, 6, 1, 2, 0, 9, 7, 4, 9, 4, 9, 9, 6, 2, 9, 6, 8, 6, 0, 1, 3, 6, 0, 6, 2, 0, 1, 3, 6, 4, 2, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 8, 0, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 2, 7, 9, 8, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 5_4_3_2x3.txt 0.4142857142857143 0.6 273066.6666666667 [8, 8, 10, 6, 11, 6, 0, 8, 11, 5, 1, 10, 9, 4, 10, 7, 10, 10, 4, 0, 10, 8, 10, 8, 1, 11, 6, 8, 1, 11, 5, 10, 11, 6, 0, 7, 6, 6, 8, 6, 6, 3, 0, 0, 6, 6, 3, 6, 3, 3, 0, 0, 10, 0, 0, 5, 3, 3, 8, 0, 8, 5, 4, 5, 5, 5, 0, 4, 4, 4, 1, 4, 5, 4, 8, 5, 8, 8, 8, 2, 9, 2, 10, 9, 10, 2, 2, 9, 9, 9, 1, 9, 1, 9, 1, 9] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.8 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
dag43.txt 5_4_3_2x5.txt 0.55 0.8 169301.33333333334 [14, 13, 6, 16, 0, 6, 3, 14, 19, 18, 5, 10, 7, 8, 9, 17, 2, 2, 16, 17, 9, 3, 2, 14, 5, 0, 6, 14, 0, 13, 7, 6, 0, 6, 16, 0, 9, 6, 18, 6, 18, 6, 15, 15, 11, 18, 14, 11, 7, 10, 9, 11, 6, 4, 19, 10, 10, 10, 1, 11, 19, 1, 3, 11, 18, 18, 3, 4, 4, 4, 5, 4, 19, 3, 19, 14, 14, 14, 14, 8, 12, 12, 2, 12, 10, 8, 8, 2, 15, 2, 5, 2, 9, 12, 5, 15] 
dag43.txt 3_2x5.txt 0.39285714285714285 0.55 447829.3333333333 [6, 0, 3, 2, 1, 3, 5, 6, 1, 2, 0, 9, 7, 1, 9, 4, 9, 9, 6, 5, 9, 6, 8, 6, 0, 1, 3, 6, 0, 1, 2, 3, 1, 3, 3, 4, 9, 3, 2, 9, 4, 9, 5, 4, 3, 4, 4, 4, 4, 9, 4, 4, 3, 4, 2, 8, 9, 9, 6, 2, 2, 2, 7, 2, 2, 2, 5, 5, 6, 7, 0, 7, 2, 7, 6, 2, 6, 6, 6, 8, 7, 7, 9, 7, 8, 8, 8, 8, 0, 8, 0, 8, 4, 0, 0, 0] 
dag43.txt 5_4_3_2x2.txt 0.15 0.15 1218969.6 [0, 1, 0, 4, 4, 0, 4, 0, 1, 0, 0, 0, 4, 0, 5, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 0, 0, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag43.txt 5_4_3_2x1.txt 0.3 0.65 753664.0 [2, 1, 0, 0, 2, 0, 3, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 3, 0, 2, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 2, 3, 2, 0, 3, 3, 3, 2, 2, 3, 1, 0, 3, 3, 0, 3, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1] 
dag43.txt 4_1x2.txt 0.40714285714285714 0.9 1024000.0 [1, 2, 0, 2, 1, 0, 3, 1, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 3, 1, 3, 1, 0, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2] 
