dag61.txt 3_2x4.txt 0.40384615384615385 0.5 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 3_2x4.txt 0.40384615384615385 0.55 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 3_2x4.txt 0.40384615384615385 0.6 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 5_4_3_2x2.txt 0.4326923076923077 0.5 352256.0 [4, 5, 2, 2, 6, 5, 1, 3, 5, 1, 4, 1, 0, 0, 5, 1, 0, 5, 2, 4, 2, 5, 1, 2, 2, 4, 7, 2, 2, 4, 2, 0, 2, 1, 4, 4, 4, 1, 4, 0, 2, 5, 4, 7, 0, 4, 4, 0, 0, 3, 6, 6, 6, 5, 5, 1, 6, 3, 5, 6, 6, 2, 5, 6, 2, 2, 2, 6, 6, 6, 6] 
dag61.txt 3_2x4.txt 0.40384615384615385 0.65 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 5_4_3_2x2.txt 0.4326923076923077 0.55 352256.0 [4, 5, 2, 2, 6, 5, 1, 3, 5, 1, 4, 1, 0, 0, 5, 1, 0, 5, 2, 4, 2, 5, 1, 2, 2, 4, 7, 2, 2, 4, 2, 0, 2, 1, 4, 4, 4, 1, 4, 0, 2, 5, 4, 7, 0, 4, 4, 0, 0, 3, 6, 6, 6, 5, 5, 1, 6, 3, 5, 6, 6, 2, 5, 6, 2, 2, 2, 6, 6, 6, 6] 
dag61.txt 3_2x4.txt 0.40384615384615385 0.7 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 5_4_3_2x2.txt 0.4326923076923077 0.6 352256.0 [4, 5, 2, 2, 6, 5, 1, 3, 5, 1, 4, 1, 0, 0, 5, 1, 0, 5, 2, 4, 2, 5, 1, 2, 2, 4, 7, 2, 2, 4, 2, 0, 2, 1, 4, 4, 4, 1, 4, 0, 2, 5, 4, 7, 0, 4, 4, 0, 0, 3, 6, 6, 6, 5, 5, 1, 6, 3, 5, 6, 6, 2, 5, 6, 2, 2, 2, 6, 6, 6, 6] 
dag61.txt 5_4_3_2x2.txt 0.4326923076923077 0.65 352256.0 [4, 5, 2, 2, 6, 5, 1, 3, 5, 1, 4, 1, 0, 0, 5, 1, 0, 5, 2, 4, 2, 5, 1, 2, 2, 4, 7, 2, 2, 4, 2, 0, 2, 1, 4, 4, 4, 1, 4, 0, 2, 5, 4, 7, 0, 4, 4, 0, 0, 3, 6, 6, 6, 5, 5, 1, 6, 3, 5, 6, 6, 2, 5, 6, 2, 2, 2, 6, 6, 6, 6] 
dag61.txt 3_2x4.txt 0.40384615384615385 0.8 480597.3333333333 [4, 6, 1, 1, 3, 6, 4, 5, 6, 4, 2, 2, 6, 0, 6, 4, 5, 6, 1, 2, 1, 0, 4, 1, 1, 7, 7, 1, 1, 2, 1, 0, 1, 4, 2, 2, 2, 4, 2, 0, 1, 6, 2, 7, 0, 2, 2, 0, 0, 5, 3, 3, 3, 6, 6, 4, 3, 5, 6, 3, 3, 1, 6, 3, 1, 1, 1, 3, 3, 3, 3] 
dag61.txt 5_4_3_2x2.txt 0.4326923076923077 0.7 352256.0 [4, 5, 2, 2, 6, 5, 1, 3, 5, 1, 4, 1, 0, 0, 5, 1, 0, 5, 2, 4, 2, 5, 1, 2, 2, 4, 7, 2, 2, 4, 2, 0, 2, 1, 4, 4, 4, 1, 4, 0, 2, 5, 4, 7, 0, 4, 4, 0, 0, 3, 6, 6, 6, 5, 5, 1, 6, 3, 5, 6, 6, 2, 5, 6, 2, 2, 2, 6, 6, 6, 6] 
