dag9.txt 3_2x4.txt True 0.014814814814814815 0.04 4538368.0 [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.06 2730666.6666666665 [2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.08 2730666.6666666665 [2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.1 2730666.6666666665 [2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.12 2730666.6666666665 [2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.14 2730666.6666666665 [2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.16 1818624.0 [4, 4, 0, 2, 4, 4, 1, 4, 3, 2, 3, 4, 4, 0, 4, 4, 4, 4, 4, 3, 1, 4, 2, 4, 4, 4, 0, 2, 4, 4, 4, 2, 2, 2, 0, 2, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.18 1818624.0 [4, 4, 0, 2, 4, 4, 1, 4, 3, 2, 3, 4, 4, 0, 4, 4, 4, 4, 4, 3, 1, 4, 2, 4, 4, 4, 0, 2, 4, 4, 4, 2, 2, 2, 0, 2, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.2 1818624.0 [4, 4, 0, 2, 4, 4, 1, 4, 3, 2, 3, 4, 4, 0, 4, 4, 4, 4, 4, 3, 1, 4, 2, 4, 4, 4, 0, 2, 4, 4, 4, 2, 2, 2, 0, 2, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4] 
dag9.txt 3_2x4.txt True 0.24444444444444444 0.25 1441792.0 [2, 7, 5, 7, 2, 1, 7, 6, 7, 4, 7, 6, 6, 5, 6, 7, 6, 7, 6, 7, 7, 2, 7, 1, 7, 0, 5, 7, 0, 7, 6, 4, 7, 4, 5, 5, 7, 4, 7, 7, 5, 7, 7, 7, 7, 7, 6, 7, 6, 6, 5, 6, 7, 7, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 7, 7, 7, 7, 6, 6, 7, 6, 2, 2, 7, 7, 5, 2, 6, 3, 4, 3, 2, 3, 3, 3, 6, 6, 3, 3] 
