dag17.txt 3_2x4.txt True 0.02197802197802198 0.04 2528597.3333333335 [0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.06 2255530.6666666665 [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.07692307692307693 0.08 2080768.0 [0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.07692307692307693 0.1 2080768.0 [0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.10989010989010989 0.12 1993386.6666666667 [0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.13186813186813187 0.14 1906005.3333333333 [0, 0, 2, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.15384615384615385 0.16 1774933.3333333333 [0, 0, 2, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 4, 2, 0, 2, 2, 2, 2, 4, 2, 2, 4, 0, 2, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.17582417582417584 0.18 1398101.3333333333 [2, 0, 2, 2, 4, 2, 2, 4, 4, 6, 0, 0, 0, 2, 0, 2, 2, 0, 4, 4, 4, 0, 0, 2, 2, 0, 2, 4, 4, 0, 0, 4, 4, 2, 2, 4, 4, 0, 2, 2, 2, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.1978021978021978 0.2 1310720.0 [2, 0, 2, 2, 4, 2, 2, 4, 4, 6, 2, 0, 0, 2, 0, 2, 2, 0, 4, 4, 4, 0, 0, 2, 2, 0, 2, 4, 4, 0, 0, 4, 4, 2, 2, 4, 4, 0, 2, 2, 2, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.2087912087912088 0.25 873813.3333333334 [2, 0, 2, 2, 2, 2, 2, 3, 3, 0, 6, 6, 6, 2, 0, 2, 2, 0, 2, 3, 2, 0, 0, 2, 0, 0, 0, 2, 2, 6, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 0, 0, 6, 4, 6, 4, 1, 4, 4, 4, 0, 4, 4, 4] 
dag17.txt 3_2x4.txt True 0.2967032967032967 0.3 794624.0 [7, 2, 7, 6, 6, 2, 7, 0, 6, 5, 1, 1, 1, 7, 2, 6, 7, 0, 6, 0, 6, 2, 0, 2, 2, 4, 5, 6, 6, 1, 4, 2, 5, 2, 5, 2, 2, 0, 5, 5, 5, 0, 0, 3, 0, 0, 3, 1, 0, 4, 4, 1, 4, 1, 3, 3, 3, 4, 4, 4, 3, 4, 3] 
dag17.txt 3_2x4.txt True 0.32967032967032966 0.35 827392.0 [0, 2, 0, 4, 2, 0, 0, 7, 7, 6, 5, 5, 5, 0, 2, 4, 0, 1, 2, 7, 4, 2, 7, 0, 0, 3, 7, 4, 4, 5, 4, 2, 4, 7, 7, 2, 2, 1, 6, 6, 6, 1, 1, 6, 1, 1, 6, 5, 1, 4, 1, 5, 5, 5, 3, 6, 6, 3, 3, 3, 3, 3, 3] 
dag17.txt 3_2x4.txt True 0.3956043956043956 0.4 630784.0 [5, 7, 3, 3, 7, 7, 5, 1, 3, 6, 0, 4, 4, 5, 2, 7, 3, 0, 3, 1, 3, 5, 1, 5, 5, 5, 1, 3, 3, 4, 4, 7, 1, 1, 1, 7, 7, 5, 1, 0, 0, 0, 0, 6, 0, 0, 6, 2, 0, 4, 2, 4, 2, 4, 6, 6, 6, 2, 2, 2, 6, 2, 6] 
dag17.txt 3_2x4.txt True 0.43956043956043955 0.45 458752.0 [5, 7, 2, 6, 0, 6, 5, 1, 3, 6, 0, 2, 4, 5, 2, 7, 3, 0, 3, 1, 3, 5, 1, 5, 5, 5, 1, 3, 3, 4, 4, 7, 1, 1, 1, 7, 7, 5, 1, 0, 0, 0, 0, 6, 0, 0, 6, 2, 0, 4, 2, 4, 2, 4, 6, 6, 6, 2, 2, 2, 6, 2, 6] 
dag17.txt 3_2x4.txt True 0.4945054945054945 0.5 540672.0 [5, 6, 0, 5, 0, 5, 0, 1, 1, 6, 0, 0, 2, 0, 5, 5, 0, 2, 1, 1, 5, 6, 2, 0, 0, 6, 0, 1, 5, 2, 4, 3, 4, 5, 1, 3, 3, 6, 1, 6, 1, 7, 6, 3, 6, 7, 3, 7, 7, 0, 7, 2, 7, 2, 4, 3, 4, 0, 7, 4, 4, 4, 4] 
dag17.txt 3_2x4.txt True 0.5494505494505495 0.55 458752.0 [5, 6, 4, 6, 0, 5, 0, 1, 6, 6, 0, 0, 2, 0, 5, 5, 0, 2, 1, 1, 5, 6, 2, 0, 0, 6, 0, 1, 5, 2, 4, 3, 4, 5, 1, 4, 3, 6, 1, 6, 1, 7, 6, 3, 6, 7, 3, 7, 7, 0, 7, 2, 7, 2, 4, 3, 4, 0, 7, 4, 4, 4, 4] 
