dag1.txt 3_2x4.txt True None 0.04 20000000000.0 None 
dag1.txt 3_2x4.txt True None 0.06 20000000000.0 None 
dag1.txt 3_2x4.txt True 0.3939393939393939 0.4 671744.0 [0, 2, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 6, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.45 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.5 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.55 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.6 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.65 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.7 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.75 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.8 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.85 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.9 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 0.95 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 3_2x4.txt True 0.44696969696969696 1 573440.0 [4, 4, 1, 0, 0, 3, 1, 3, 3, 2, 0, 0, 4, 4, 4, 2, 7, 3, 0, 2, 1, 4, 1, 0, 3, 6, 4, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 2, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True None 0.04 20000000000.0 None 
dag1.txt 5_4_3_2x2.txt True None 0.06 20000000000.0 None 
dag1.txt 5_4_3_2x2.txt True 0.06818181818181818 0.08 4399104.0 [3, 0, 3, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 2, 2, 0, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag1.txt 5_4_3_2x2.txt True 0.09848484848484848 0.1 4136960.0 [0, 0, 3, 3, 0, 1, 3, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 2, 2, 0, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag1.txt 5_4_3_2x2.txt True 0.11363636363636363 0.12 3522560.0 [2, 0, 2, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 3, 3, 0, 3, 1, 2, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0] 
dag1.txt 5_4_3_2x2.txt True 0.12878787878787878 0.14 3391488.0 [2, 0, 2, 3, 0, 1, 3, 1, 1, 0, 3, 3, 3, 3, 3, 0, 3, 1, 2, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0] 
dag1.txt 5_4_3_2x2.txt True 0.1590909090909091 0.16 3260416.0 [2, 0, 2, 3, 0, 1, 3, 1, 1, 0, 0, 3, 3, 3, 3, 0, 3, 1, 2, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0] 
dag1.txt 5_4_3_2x2.txt True 0.17424242424242425 0.18 1294336.0 [3, 0, 3, 4, 4, 2, 4, 2, 2, 0, 4, 2, 0, 4, 0, 4, 4, 2, 3, 4, 4, 0, 4, 2, 0, 4, 4, 4, 2, 2, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 2, 0, 0, 0, 0, 0, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 1, 1] 
dag1.txt 5_4_3_2x2.txt True 0.1893939393939394 0.2 1241907.2 [3, 0, 3, 4, 0, 2, 4, 2, 2, 0, 4, 2, 0, 4, 0, 4, 4, 2, 3, 4, 4, 0, 4, 2, 0, 4, 4, 4, 2, 2, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 2, 0, 0, 0, 0, 0, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 1, 1] 
dag1.txt 5_4_3_2x2.txt True 0.25 0.25 1146880.0 [0, 0, 5, 2, 4, 1, 5, 1, 1, 0, 5, 0, 5, 0, 5, 3, 5, 1, 5, 3, 5, 5, 5, 1, 0, 5, 5, 4, 0, 4, 1, 5, 2, 4, 5, 4, 5, 2, 4, 2, 4, 2, 5, 5, 5, 4, 2, 5, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 5, 3, 5, 5, 5, 1, 0, 0, 0, 0, 0, 3, 3, 5, 5, 5, 3, 5, 5, 3, 3, 5, 3] 
dag1.txt 5_4_3_2x2.txt True 0.29545454545454547 0.3 573440.0 [0, 6, 2, 3, 5, 4, 2, 4, 4, 6, 2, 6, 1, 1, 1, 7, 3, 4, 2, 5, 2, 1, 2, 4, 6, 3, 1, 5, 6, 5, 4, 3, 3, 5, 3, 5, 2, 3, 5, 3, 5, 3, 0, 0, 2, 5, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 4, 4, 7, 4, 3, 4, 4, 4, 6, 6, 6, 6, 2, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7] 
dag1.txt 5_4_3_2x2.txt True 0.3484848484848485 0.35 704512.0 [7, 2, 1, 0, 5, 3, 1, 3, 3, 2, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 3, 3, 6, 6, 4, 0, 0, 3, 6, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 7, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.3939393939393939 0.4 442368.0 [4, 0, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 3, 3, 3, 2, 2, 1, 2, 6, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.45 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.5 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.55 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.6 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.65 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.7 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.75 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.8 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.85 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.9 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
dag1.txt 5_4_3_2x2.txt True 0.42424242424242425 0.95 417792.0 [4, 4, 1, 0, 5, 3, 1, 3, 3, 4, 1, 0, 4, 4, 4, 2, 7, 3, 1, 2, 1, 4, 1, 0, 3, 6, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 0, 7, 0, 1, 5, 1, 1, 7, 7, 5, 7, 7, 5, 4, 7, 4, 7, 5, 4, 4, 4, 4, 7, 5, 5, 2, 5, 6, 5, 3, 4, 3, 3, 2, 2, 1, 2, 4, 6, 6, 2, 5, 6, 2, 2, 6, 6] 
